"state","year","personal_income"
"Oklahoma","1963",20604.7
"Oklahoma","1964",22075.8
"Oklahoma","1965",23653.4
"Oklahoma","1966",25372
"Oklahoma","1967",27717.8
"Oklahoma","1968",30357.7
"Oklahoma","1969",33819.3
"Oklahoma","1970",37302.2
"Oklahoma","1971",40654.5
"Oklahoma","1972",44613.6
"Oklahoma","1973",50611.6
"Oklahoma","1974",56318.3
"Oklahoma","1975",62942.9
"Oklahoma","1976",69394.7
"Oklahoma","1977",77183.8
"Oklahoma","1978",87584.2
"Oklahoma","1979",101659.2
"Oklahoma","1980",117115
"Oklahoma","1981",136816.4
"Oklahoma","1982",152703
"Oklahoma","1983",156308.9
"Oklahoma","1984",167708.1
"Oregon","1948",9421.7
"Oregon","1949",9394.7
"Oregon","1950",10387.7
"Oregon","1951",11674.5
"Oregon","1952",12408.2
"Oregon","1953",12637.4
"Oregon","1954",12546.1
"Oregon","1955",13589.2
"Oregon","1956",14575.6
"Oregon","1957",14607.5
"Oregon","1958",14994.5
"Oregon","1959",16214.9
"Oregon","1960",16767.3
"Oregon","1961",17403.3
"Oregon","1962",18486.2
"Oregon","1963",19466.7
"Oregon","1964",20945.3
"Oregon","1965",22723.7
"Oregon","1966",24473.5
"Oregon","1967",25948.7
"Oregon","1968",28250.3
"Oregon","1969",31328.7
"Oregon","1970",34148.5
"Oregon","1971",37531.2
"Oregon","1972",42045.7
"Oregon","1973",47381.8
"Oregon","1974",53727.1
"Oregon","1975",59678.7
"Oregon","1976",67286.8
"Oregon","1977",75249.9
"Oregon","1978",86253.8
"Oregon","1979",97569
"Oregon","1980",108121.5
"Oregon","1981",116678.5
"Oregon","1982",120024.7
"Oregon","1983",127624.5
"Oregon","1984",138340.1
"Pennsylvania","1948",59119.2
"Pennsylvania","1949",58301.8
"Pennsylvania","1950",65229.2
"Pennsylvania","1951",71911.1
"Pennsylvania","1952",75504.5
"Pennsylvania","1953",81167.4
"Pennsylvania","1954",79384.2
"Pennsylvania","1955",84133.1
"Pennsylvania","1956",90902.2
"Pennsylvania","1957",95681.5
"Pennsylvania","1958",96187.4
"Pennsylvania","1959",100959.4
"Pennsylvania","1960",104474.7
"Pennsylvania","1961",106741.9
"Pennsylvania","1962",111381.7
"Pennsylvania","1963",115633.2
"Pennsylvania","1964",123661
"Pennsylvania","1965",132633.9
"Pennsylvania","1966",143028.7
"Pennsylvania","1967",153196.9
"Pennsylvania","1968",166551.5
"Pennsylvania","1969",181384.5
"Pennsylvania","1970",195374.8
"Pennsylvania","1971",207341.8
"Pennsylvania","1972",226319.1
"Pennsylvania","1973",248131.8
"Pennsylvania","1974",272532.7
"Pennsylvania","1975",297891
"Pennsylvania","1976",325132.9
"Pennsylvania","1977",356696.4
"Pennsylvania","1978",393087.9
"Pennsylvania","1979",434824.3
"Pennsylvania","1980",476353.5
"Pennsylvania","1981",525928.5
"Pennsylvania","1982",561896.5
"Pennsylvania","1983",588723.3
"Pennsylvania","1984",635901
"Plains","1948",79431.6
"Plains","1949",73378.5
"Plains","1950",82894.6
"Plains","1951",90707.7
"Plains","1952",96008.6
"Plains","1953",97450.2
"Plains","1954",101414.4
"Plains","1955",103678.9
"Plains","1956",109069.2
"Plains","1957",116786.7
"Plains","1958",123725.6
"Plains","1959",126984
"Plains","1960",133395.7
"Plains","1961",138353.9
"Plains","1962",147688.5
"Plains","1963",153610.9
"Plains","1964",160150.1
"Plains","1965",175715.1
"Plains","1966",189000.2
"Plains","1967",198331.6
"Plains","1968",216396.5
"Plains","1969",237262.5
"Plains","1970",257336.4
"Plains","1971",277067.4
"Plains","1972",306041.2
"Plains","1973",356995.6
"Plains","1974",377795.2
"Plains","1975",414580.2
"Plains","1976",444390.8
"Plains","1977",491197
"Plains","1978",555925.6
"Plains","1979",613316.5
"Plains","1980",662904.3
"Plains","1981",749944.6
"Plains","1982",798825.6
"Plains","1983",836694.9
"Plains","1984",933054.4
"Rhode Island","1948",4620.8
"Rhode Island","1949",4529.4
"Rhode Island","1950",5034.3
"Rhode Island","1951",5578.7
"Rhode Island","1952",5885.2
"Rhode Island","1953",6293.1
"Rhode Island","1954",6304.4
"Rhode Island","1955",6716.6
"Rhode Island","1956",6993.5
"Rhode Island","1957",7181.1
"Rhode Island","1958",7540.7
"Rhode Island","1959",7942.5
"Rhode Island","1960",8062.7
"Rhode Island","1961",8431.8
"Rhode Island","1962",9067.8
"Rhode Island","1963",9472.5
"Rhode Island","1964",10087.2
"Rhode Island","1965",10891.3
"Rhode Island","1966",11892.6
"Rhode Island","1967",12892.9
"Rhode Island","1968",14088.6
"Rhode Island","1969",14967.4
"Rhode Island","1970",16371.9
"Rhode Island","1971",17346.4
"Rhode Island","1972",18887.8
"Rhode Island","1973",20178.3
"Rhode Island","1974",21155.6
"Rhode Island","1975",22969.7
"Rhode Island","1976",25089.9
"Rhode Island","1977",27459.8
"Rhode Island","1978",30124.6
"Rhode Island","1979",33452.9
"Rhode Island","1980",37562.6
"Rhode Island","1981",41855.1
"Rhode Island","1982",45084.1
"Rhode Island","1983",48741.7
"Rhode Island","1984",53525.4
"Rocky Mountain","1948",19173.3
"Rocky Mountain","1949",19238.5
"Rocky Mountain","1950",21517.8
"Rocky Mountain","1951",24829.1
"Rocky Mountain","1952",26339
"Rocky Mountain","1953",26500.7
"Rocky Mountain","1954",26803.3
"Rocky Mountain","1955",29147
"Rocky Mountain","1956",31755.7
"Rocky Mountain","1957",34239.8
"Rocky Mountain","1958",35181
"Rocky Mountain","1959",37148.1
"Rocky Mountain","1960",39276.9
"Rocky Mountain","1961",41626.4
"Rocky Mountain","1962",44873.6
"Rocky Mountain","1963",46331.7
"Rocky Mountain","1964",48478.9
"Rocky Mountain","1965",52038.3
"Rocky Mountain","1966",55168.8
"Rocky Mountain","1967",58613.3
"Rocky Mountain","1968",63605.7
"Rocky Mountain","1969",71223
"Rocky Mountain","1970",79725.7
"Rocky Mountain","1971",88727.1
"Rocky Mountain","1972",100546.4
"Rocky Mountain","1973",114961.6
"Rocky Mountain","1974",129558.3
"Rocky Mountain","1975",143172.3
"Rocky Mountain","1976",158311.8
"Rocky Mountain","1977",176522.2
"Rocky Mountain","1978",204317.4
"Rocky Mountain","1979",230742.5
"Rocky Mountain","1980",261930.1
"Rocky Mountain","1981",298029.2
"Rocky Mountain","1982",322100
"Rocky Mountain","1983",344295.8
"Rocky Mountain","1984",372876.7
"South Carolina","1948",7394.8
"South Carolina","1949",7180
"South Carolina","1950",7969.6
"South Carolina","1951",10036.2
"South Carolina","1952",10784.8
"South Carolina","1953",11112.7
"South Carolina","1954",10534.3
"South Carolina","1955",11192.3
"South Carolina","1956",11642.7
"South Carolina","1957",12164.3
"South Carolina","1958",12603.3
"South Carolina","1959",13600.6
"South Carolina","1960",14280.5
"South Carolina","1961",14993.6
"South Carolina","1962",16073.5
"South Carolina","1963",17008
"South Carolina","1964",18269.1
"South Carolina","1965",20190.7
"South Carolina","1966",22688.2
"South Carolina","1967",24482.2
"South Carolina","1968",27185.1
"South Carolina","1969",30417.5
"South Carolina","1970",33521.7
"South Carolina","1971",36723.7
"South Carolina","1972",41235.5
"South Carolina","1973",46769.1
"South Carolina","1974",52938.6
"South Carolina","1975",57577.2
"South Carolina","1976",64385
"South Carolina","1977",70370
"South Carolina","1978",79516.6
"South Carolina","1979",89133.9
"South Carolina","1980",99867.8
"South Carolina","1981",112481.5
"South Carolina","1982",119577.7
"South Carolina","1983",129789
"South Carolina","1984",144732.7
"South Dakota","1948",3680.3
"South Dakota","1949",2830.4
"South Dakota","1950",3400.7
"South Dakota","1951",3982.6
"South Dakota","1952",3534
"South Dakota","1953",3843.2
"South Dakota","1954",3952.6
"South Dakota","1955",3689.1
"South Dakota","1956",3949.8
"South Dakota","1957",4627.6
"South Dakota","1958",4752.1
"South Dakota","1959",4323.7
"South Dakota","1960",5299.5
"South Dakota","1961",5332.1
"South Dakota","1962",6075.6
"South Dakota","1963",5892.6
"South Dakota","1964",5780.7
"South Dakota","1965",6503.4
"South Dakota","1966",7031.8
"South Dakota","1967",7144.1
"South Dakota","1968",7657
"South Dakota","1969",8305.8
"South Dakota","1970",9029.5
"South Dakota","1971",9892.3
"South Dakota","1972",11421.8
"South Dakota","1973",14421.1
"South Dakota","1974",14448.1
"South Dakota","1975",15888.3
"South Dakota","1976",15731.3
"South Dakota","1977",17850.2
"South Dakota","1978",20569.9
"South Dakota","1979",22659.6
"South Dakota","1980",22851.2
"South Dakota","1981",26607.3
"South Dakota","1982",28040.9
"South Dakota","1983",29082.3
"South Dakota","1984",33089
"Southeast","1948",130366.8
"Southeast","1949",128852.6
"Southeast","1950",144277.5
"Southeast","1951",165702.4
"Southeast","1952",177366
"Southeast","1953",185739.6
"Southeast","1954",185890.8
"Southeast","1955",201787.7
"Southeast","1956",218326.4
"Southeast","1957",230544
"Southeast","1958",241314.3
"Southeast","1959",258411.3
"Southeast","1960",267720.1
"Southeast","1961",282373.3
"Southeast","1962",301561.5
"Southeast","1963",321698.5
"Southeast","1964",347338.5
"Southeast","1965",377471.6
"Southeast","1966",413948.9
"Southeast","1967",448935.5
"Southeast","1968",497390.2
"Southeast","1969",555757.7
"Southeast","1970",610200.2
"Southeast","1971",673340.7
"Southeast","1972",756635.9
"Southeast","1973",859823.7
"Southeast","1974",957912.3
"Southeast","1975",1049032.8
"Southeast","1976",1165838.7
"Southeast","1977",1293941.6
"Southeast","1978",1470380.1
"Southeast","1979",1651720.9
"Southeast","1980",1861736
"Southeast","1981",2107046.3
"Southeast","1982",2258201.9
"Southeast","1983",2431780.2
"Southeast","1984",2702170.3
"Southwest","1948",53342.6
"Southwest","1949",57052.8
"Southwest","1950",61415.9
"Southwest","1951",70404.3
"Southwest","1952",76611.1
"Southwest","1953",78969.9
"Southwest","1954",80977.4
"Southwest","1955",87110
"Southwest","1956",93542.2
"Southwest","1957",100209.3
"Southwest","1958",104823.9
"Southwest","1959",111194.6
"Southwest","1960",115267.4
"Southwest","1961",121721.3
"Southwest","1962",127984.9
"Southwest","1963",133448.5
"Southwest","1964",142962.5
"Southwest","1965",153383.7
"Southwest","1966",166823.5
"Southwest","1967",181559.1
"Southwest","1968",202070.1
"Southwest","1969",226002.1
"Southwest","1970",250153.9
"Southwest","1971",273631.3
"Southwest","1972",304579.4
"Southwest","1973",346327.7
"Southwest","1974",389740.9
"Southwest","1975",440272.5
"Southwest","1976",493507.4
"Southwest","1977",550964.6
"Southwest","1978",634786.9
"Southwest","1979",732669.4
"Southwest","1980",840878.7
"Southwest","1981",982174
"Southwest","1982",1079755.4
"Southwest","1983",1150798.4
"Southwest","1984",1261150.7
"Tennessee","1948",12472.5
"Tennessee","1949",12416.4
"Tennessee","1950",13792.9
"Tennessee","1951",15376.2
"Tennessee","1952",16085.8
"Tennessee","1953",17254.5
"Tennessee","1954",17472.4
"Tennessee","1955",18448.5
"Tennessee","1956",19782.9
"Tennessee","1957",20700.5
"Tennessee","1958",21558.2
"Tennessee","1959",23102.7
"Tennessee","1960",23723.9
"Tennessee","1961",25111.1
"Tennessee","1962",26670.3
"Tennessee","1963",28287.2
"Tennessee","1964",30416.8
"Tennessee","1965",33145.9
"Tennessee","1966",36492.8
"Tennessee","1967",39079.6
"Tennessee","1968",43575.2
"Tennessee","1969",47262.4
"Tennessee","1970",51397.5
"Tennessee","1971",56752.5
"Tennessee","1972",63882.4
"Tennessee","1973",72566.6
"Tennessee","1974",80294.5
"Tennessee","1975",87574.5
"Tennessee","1976",98078.7
"Tennessee","1977",108703
"Tennessee","1978",123917.1
"Tennessee","1979",138174.9
"Tennessee","1980",152312
"Tennessee","1981",169533.3
"Tennessee","1982",180184.9
"Tennessee","1983",192228.4
"Tennessee","1984",213925.7
"Texas","1948",37250.1
"Texas","1949",40217.7
"Texas","1950",43310.5
"Texas","1951",49431.2
"Texas","1952",53424.5
"Texas","1953",54716.8
"Texas","1954",56344.9
"Texas","1955",60679.8
"Texas","1956",64894.1
"Texas","1957",69420.6
"Texas","1958",71584.1
"Texas","1959",75717.6
"Texas","1960",77751.1
"Texas","1961",82184
"Texas","1962",86329.1
"Texas","1963",90156.3
"Texas","1964",96685.1
"Texas","1965",104066.8
"Texas","1966",113874.1
"Texas","1967",124404.1
"Texas","1968",138615.4
"Texas","1969",154299.8
"Texas","1970",169987.9
"Texas","1971",184464.9
"Texas","1972",204693.7
"Texas","1973",232452.1
"Texas","1974",262129.1
"Texas","1975",298986.7
"Texas","1976",336910.4
"Texas","1977",375914.4
"Texas","1978",433173.2
"Texas","1979",498710.1
"Texas","1980",572561.3
"Texas","1981",673169.6
"Texas","1982",742170.6
"Texas","1983",792334.6
"Texas","1984",867335.7
"United States","1948",845980
"United States","1949",836036.1
"United States","1950",931342.6
"United States","1951",1049322.9
"United States","1952",1121343.2
"United States","1953",1188571.6
"United States","1954",1201208.2
"United States","1955",1288537.3
"United States","1956",1384334.3
"United States","1957",1464084.9
"United States","1958",1504605.2
"United States","1959",1601315.1
"United States","1960",1670800.1
"United States","1961",1744188
"United States","1962",1856000
"United States","1963",1951120
"United States","1964",2090532
"United States","1965",2257776
"United States","1966",2450852
"United States","1967",2627312
"United States","1968",2883508
"United States","1969",3164916
"United States","1970",3422100
"United States","1971",3698452
"United States","1972",4065632
"United States","1973",4533872.1
"United States","1974",4979648
"United States","1975",5450020
"United States","1976",5982816
"United States","1977",6606528.1
"United States","1978",7423396
"United States","1979",8293028.1
"United States","1980",9252640.1
"United States","1981",10371660
"United States","1982",11119176.1
"United States","1983",11874704.1
"United States","1984",13117952
"Utah","1948",3361
"Utah","1949",3477
"Utah","1950",3872.5
"Utah","1951",4518.9
"Utah","1952",4798.3
"Utah","1953",4928.2
"Utah","1954",4920.1
"Utah","1955",5442.6
"Utah","1956",5937.8
"Utah","1957",6441.2
"Utah","1958",6667.6
"Utah","1959",7149.2
"Utah","1960",7639.2
"Utah","1961",8187.6
"Utah","1962",8912.3
"Utah","1963",9260.5
"Utah","1964",9747.8
"Utah","1965",10332.8
"Utah","1966",11005.3
"Utah","1967",11613.9
"Utah","1968",12446.4
"Utah","1969",13627.5
"Utah","1970",15165.7
"Utah","1971",16972.4
"Utah","1972",18965.6
"Utah","1973",21131.5
"Utah","1974",23641.6
"Utah","1975",26362.1
"Utah","1976",29854.5
"Utah","1977",33761.8
"Utah","1978",38846.6
"Utah","1979",43889.7
"Utah","1980",49277.2
"Utah","1981",55570.8
"Utah","1982",60267.8
"Utah","1983",64540.8
"Utah","1984",71281.5
"Vermont","1948",1751.6
"Vermont","1949",1692.4
"Vermont","1950",1802.4
"Vermont","1951",2062.2
"Vermont","1952",2114.7
"Vermont","1953",2217.1
"Vermont","1954",2248.3
"Vermont","1955",2339.7
"Vermont","1956",2558.7
"Vermont","1957",2652.5
"Vermont","1958",2705.2
"Vermont","1959",2908.4
"Vermont","1960",3073.2
"Vermont","1961",3203
"Vermont","1962",3361.9
"Vermont","1963",3485.1
"Vermont","1964",3734.7
"Vermont","1965",4089
"Vermont","1966",4639.1
"Vermont","1967",5024.3
"Vermont","1968",5529.8
"Vermont","1969",6061.8
"Vermont","1970",6655.7
"Vermont","1971",7209.1
"Vermont","1972",7956.2
"Vermont","1973",8735.6
"Vermont","1974",9456.1
"Vermont","1975",10367.2
"Vermont","1976",11504.1
"Vermont","1977",12480.5
"Vermont","1978",14293.6
"Vermont","1979",16060.5
"Vermont","1980",18021.3
"Vermont","1981",20276.6
"Vermont","1982",22009.1
"Vermont","1983",23631
"Vermont","1984",25985
"Virginia","1948",15416.4
"Virginia","1949",15601.8
"Virginia","1950",17596.2
"Virginia","1951",20770.7
"Virginia","1952",22630.8
"Virginia","1953",23433.8
"Virginia","1954",23840
"Virginia","1955",25172.9
"Virginia","1956",27237
"Virginia","1957",28717.4
"Virginia","1958",29665.3
"Virginia","1959",31701.6
"Virginia","1960",32692.7
"Virginia","1961",34822.2
"Virginia","1962",37582.8
"Virginia","1963",40426.4
"Virginia","1964",44604.2
"Virginia","1965",48150
"Virginia","1966",52106.9
"Virginia","1967",57004.7
"Virginia","1968",63072.9
"Virginia","1969",71390.7
"Virginia","1970",77486.6
"Virginia","1971",85643.8
"Virginia","1972",95056.6
"Virginia","1973",106450.9
"Virginia","1974",117958.4
"Virginia","1975",129519.1
"Virginia","1976",143083.3
"Virginia","1977",158524.8
"Virginia","1978",179961.6
"Virginia","1979",200728.2
"Virginia","1980",226906
"Virginia","1981",254792.7
"Virginia","1982",275419.1
"Virginia","1983",296955.9
"Virginia","1984",330552.9
"Washington","1948",15135.5
"Washington","1949",15198.7
"Washington","1950",17159.6
"Washington","1951",18960.4
"Washington","1952",20204.7
"Washington","1953",21386.1
"Washington","1954",21970.7
"Washington","1955",23140.1
"Washington","1956",24304
"Washington","1957",25837.1
"Washington","1958",26353.2
"Washington","1959",27979
"Washington","1960",28992
"Washington","1961",30437.3
"Washington","1962",32812.3
"Washington","1963",33575.8
"Washington","1964",35149.4
"Washington","1965",37860.5
"Washington","1966",42773.4
"Washington","1967",46841.7
"Washington","1968",52139.3
"Washington","1969",56943.1
"Washington","1970",60146.7
"Washington","1971",63354.2
"Washington","1972",68316.1
"Washington","1973",76944.2
"Washington","1974",87306.9
"Washington","1975",98878.3
"Washington","1976",109595.1
"Washington","1977",121647.9
"Washington","1978",141466.4
"Washington","1979",163022
"Washington","1980",184967.7
"Washington","1981",205565.1
"Washington","1982",218425.4
"Washington","1983",233125.9
"Washington","1984",249724.3
"West Virginia","1948",8396.3
"West Virginia","1949",7841.5
"West Virginia","1950",8429.4
"West Virginia","1951",9356.3
"West Virginia","1952",9741.2
"West Virginia","1953",9823.7
"West Virginia","1954",9317.6
"West Virginia","1955",9908
"West Virginia","1956",10979.2
"West Virginia","1957",11770
"West Virginia","1958",11711.8
"West Virginia","1959",12114.9
"West Virginia","1960",12302.9
"West Virginia","1961",12469
"West Virginia","1962",13022.5
"West Virginia","1963",13600.5
"West Virginia","1964",14512.3
"West Virginia","1965",15511.2
"West Virginia","1966",16461
"West Virginia","1967",17442.1
"West Virginia","1968",18491.2
"West Virginia","1969",19776.6
"West Virginia","1970",22047.4
"West Virginia","1971",24206.2
"West Virginia","1972",26802.8
"West Virginia","1973",29332.9
"West Virginia","1974",32514.9
"West Virginia","1975",36744.5
"West Virginia","1976",40964.4
"West Virginia","1977",45829.1
"West Virginia","1978",51010.7
"West Virginia","1979",56890.2
"West Virginia","1980",62530.7
"West Virginia","1981",68204.7
"West Virginia","1982",72277.5
"West Virginia","1983",74200.9
"West Virginia","1984",79762.9
"Wisconsin","1948",19038.5
"Wisconsin","1949",18867.1
"Wisconsin","1950",20836.1
"Wisconsin","1951",24067.8
"Wisconsin","1952",25175.4
"Wisconsin","1953",25942.5
"Wisconsin","1954",25774.4
"Wisconsin","1955",27822.7
"Wisconsin","1956",30046.7
"Wisconsin","1957",31507.6
"Wisconsin","1958",32106.3
"Wisconsin","1959",34810.8
"Wisconsin","1960",35977
"Wisconsin","1961",37129.6
"Wisconsin","1962",39238.6
"Wisconsin","1963",40540.9
"Wisconsin","1964",43637.8
"Wisconsin","1965",47193.6
"Wisconsin","1966",51553.7
"Wisconsin","1967",54409
"Wisconsin","1968",59585.2
"Wisconsin","1969",65698.4
"Wisconsin","1970",70595
"Wisconsin","1971",75836.9
"Wisconsin","1972",82926.3
"Wisconsin","1973",92631.4
"Wisconsin","1974",101745.9
"Wisconsin","1975",111487.9
"Wisconsin","1976",122436.5
"Wisconsin","1977",136841.5
"Wisconsin","1978",152839.4
"Wisconsin","1979",171190.4
"Wisconsin","1980",189128
"Wisconsin","1981",206453.5
"Wisconsin","1982",217849.2
"Wisconsin","1983",228786.8
"Wisconsin","1984",251652.6
"Wyoming","1948",1759.1
"Wyoming","1949",1885.3
"Wyoming","1950",2078.4
"Wyoming","1951",2354.5
"Wyoming","1952",2328.1
"Wyoming","1953",2326.2
"Wyoming","1954",2268.2
"Wyoming","1955",2463.4
"Wyoming","1956",2640.1
"Wyoming","1957",2805.4
"Wyoming","1958",2844.5
"Wyoming","1959",3010
"Wyoming","1960",3154.1
"Wyoming","1961",3317.2
"Wyoming","1962",3435.9
"Wyoming","1963",3515.5
"Wyoming","1964",3625.2
"Wyoming","1965",3742.7
"Wyoming","1966",3833.3
"Wyoming","1967",4101.6
"Wyoming","1968",4374.5
"Wyoming","1969",4874.3
"Wyoming","1970",5391.7
"Wyoming","1971",5990.2
"Wyoming","1972",6738.1
"Wyoming","1973",7874.5
"Wyoming","1974",9210.8
"Wyoming","1975",10429.5
"Wyoming","1976",11561.5
"Wyoming","1977",13502.6
"Wyoming","1978",16134.8
"Wyoming","1979",18864.3
"Wyoming","1980",22025.3
"Wyoming","1981",25199.2
"Wyoming","1982",26467.4
"Wyoming","1983",26272.3
"Wyoming","1984",27428.7
